review_text,rating,label_fake,sentiment
This TV is below average. Wouldn't recommend. Official whom send worker tough nice.,2,0,neutral
Really like this headphones. Would buy again.,4,0,positive
I'm quite satisfied with this blender. works well. suggest close hotel investment beyond. consumer in detail.,4,0,positive
Best video game I've ever owned. Highly recommend to everyone.,5,0,positive
Excellent book with just a couple small drawbacks. ten official detail what us traditional.,4,0,positive
Five stars for this amazing TV. Couldn't be happier! Protect live total.,5,0,positive
Average TV. Does the job but has some flaws.,3,0,negative
"Mediocre laptop. Not bad, but not great either.",3,0,negative
I absolutely love this smartphone! it's perfect in every way. too apply serve.,5,0,positive
"This book is okay, but nothing special.",3,0,positive
device is okay could be better. win,5,1,positive
Excellent book with just a couple small drawbacks.,4,0,positive
Best video game i've ever owned. highly recommend to everyone. part republican test right never gun.,5,0,positive
Excellent jacket with just a couple small drawbacks. Word guy to care.,4,0,positive
3 stars device fine. what,3,1,positive
Excellent TV with just a couple small drawbacks.,4,0,positive
Great jacket overall with just minor issues.,4,0,positive
Frustrating smartphone. Many things need improvement.,2,0,neutral
"The headphones works, but I expected better quality.",3,0,positive
Bad gadget not working waste money. various,2,1,negative
Worst headphones ever. do not buy this! sister dog walk who ever.,1,0,negative
Really like this headphones. Would buy again. Other ball want ago.,4,0,neutral
Great smartwatch overall with just minor issues. Against including claim station audience.,4,0,positive
Disappointed with this TV. Many problems.,2,0,negative
Flawless headphones. Works perfectly and looks amazing.,5,0,positive
Not happy with this smartphone. Has major flaws.,2,0,negative
I absolutely love this shoes! it's perfect in every way. discover use modern language perform sense.,5,0,positive
Really like this jacket. Would buy again. Series hold bar trial hospital decide ability.,4,0,positive
This book exceeded all my expectations. Worth every penny!,5,0,positive
Poor quality laptop. doesn't work as advertised. big present church. pay know him participant necessary individual.,2,0,neutral
Best shoes I've ever owned. Highly recommend to everyone. Answer direction trouble.,5,0,positive
"This smartwatch is okay, but nothing special. special its issue minute onto sound. here culture year room point.",3,0,positive
Best laptop I've ever owned. Highly recommend to everyone.,5,0,positive
This laptop exceeded all my expectations. Worth every penny!,5,0,positive
Poor quality blender. Doesn't work as advertised.,2,0,negative
THING IS AWESOME MUST BUY!!!,4,1,positive
"Very good blender, but there's room for improvement. memory indeed point note all.",4,0,positive
Great TV overall with just minor issues.,4,0,positive
This smartwatch exceeded all my expectations. worth every penny! girl team difficult relationship peace mention.,5,0,neutral
I absolutely love this smartphone! It's perfect in every way.,5,0,positive
Average headphones. does the job but has some flaws. score say break opportunity painting expert.,3,0,negative
"Mediocre smartwatch. Not bad, but not great either. Security let character process cut.",3,0,negative
Five stars for this amazing blender. Couldn't be happier!,5,0,positive
PRODUCT IS AWESOME MUST BUY!!!,3,1,positive
"Mediocre laptop. not bad, but not great either. from keep thus analysis. my part finally north understand buy.",3,0,negative
Best shoes I've ever owned. Highly recommend to everyone.,5,0,positive
product is okay could be better. best woman next,5,1,positive
Excellent book with just a couple small drawbacks.,4,0,positive
Worst laptop ever. Do not buy this!,1,0,negative
Poor quality jacket. Doesn't work as advertised.,2,0,negative
"The smartphone works, but I expected better quality. Seek remain democratic give.",3,0,positive
1 star because I can't give zero. This blender is horrible.,1,0,negative
Excellent device very nice love it!,5,1,positive
Flawless book. Works perfectly and looks amazing. Might half computer realize.,5,0,positive
This laptop exceeded all my expectations. Worth every penny!,5,0,positive
Frustrating video game. Many things need improvement.,2,0,negative
Really like this jacket. Would buy again.,4,0,positive
"This jacket is okay, but nothing special.",3,0,positive
This jacket exceeded all my expectations. Worth every penny!,5,0,positive
"Mediocre TV. Not bad, but not great either.",3,0,negative
"The TV works, but I expected better quality.",3,0,positive
"Very good TV, but there's room for improvement.",4,0,positive
Really like this headphones. Would buy again.,4,0,positive
Average video game. Does the job but has some flaws.,3,0,negative
"Mediocre TV. Not bad, but not great either. Different see meeting behavior.",3,0,negative
I absolutely love this TV! It's perfect in every way. Economy lawyer action picture.,5,0,positive
I absolutely love this shoes! It's perfect in every way. Bit represent minute message clearly ago.,5,0,positive
Disappointed with this video game. Many problems.,2,0,negative
Flawless video game. Works perfectly and looks amazing. Region near must scene.,5,0,positive
"Mediocre smartwatch. Not bad, but not great either.",3,0,negative
TERRIBLE EXPERIENCE WITH PRODUCT.,5,1,negative
"Decent laptop, though it has some issues. bit room strategy minute race pay. them return economy important service no feeling.",3,0,positive
"The smartphone works, but I expected better quality.",3,0,positive
Disappointed with this smartwatch. Many problems. Later teach certainly process performance.,2,0,neutral
I'm quite satisfied with this shoes. works well. option decade bring. everyone general become recently.,4,0,positive
"Very good jacket, but there's room for improvement.",4,0,positive
"Decent smartwatch, though it has some issues.",3,0,positive
I absolutely love this book! It's perfect in every way. Security letter buy.,5,0,positive
This smartwatch exceeded all my expectations. worth every penny! most western sometimes business reason effect evening.,5,0,positive
Worst book ever. Do not buy this!,1,0,negative
I absolutely love this smartwatch! It's perfect in every way.,5,0,positive
This smartphone exceeded all my expectations. Worth every penny!,5,0,positive
Disappointed with this laptop. Many problems.,2,0,negative
Five stars for this amazing smartphone. couldn't be happier! unit student certain type.,5,0,positive
Excellent smartphone with just a couple small drawbacks. Republican raise growth law likely least friend.,4,0,positive
Frustrating shoes. Many things need improvement.,2,0,neutral
Frustrating shoes. Many things need improvement.,2,0,neutral
"Very good laptop, but there's room for improvement. receive claim religious security commercial student success.",4,0,positive
Disappointed with this video game. Many problems. Than worker believe company seem professional use.,2,0,negative
Excellent laptop with just a couple small drawbacks. court rather pass consider play ok.,4,0,positive
Best laptop I've ever owned. Highly recommend to everyone.,5,0,positive
1 stars gadget fine.,2,1,positive
"Decent smartphone, though it has some issues. simply quite them any claim particular. somebody improve stop identify whether bring.",3,0,positive
Excellent smartphone with just a couple small drawbacks. measure teach method why. choose kind onto finally few may would.,4,0,positive
This book exceeded all my expectations. Worth every penny! Article team two peace nice whatever site.,5,0,positive
Really like this blender. Would buy again. Reality that wear what take.,4,0,positive
"This laptop is okay, but nothing special.",3,0,positive
Worst book ever. do not buy this! party enough allow trip start pm effect.,1,0,negative
1 star because I can't give zero. This smartphone is horrible. Who explain hard.,1,0,negative
Excellent book with just a couple small drawbacks. accept least level reduce. gas day year law within.,4,0,positive
Best video game I've ever owned. Highly recommend to everyone.,5,0,positive
Excellent headphones with just a couple small drawbacks.,4,0,positive
Really like this shoes. Would buy again.,4,0,positive
"The video game works, but I expected better quality.",3,0,neutral
Not bad item for the price. source,4,1,positive
Flawless smartwatch. Works perfectly and looks amazing.,5,0,positive
Terrible book! Complete waste of money.,1,0,negative
Terrible experience with device.,1,1,negative
Best jacket I've ever owned. Highly recommend to everyone.,5,0,positive
Bad gadget not working waste money.,4,1,negative
Excellent blender with just a couple small drawbacks. respond key very section.,4,0,positive
Flawless laptop. works perfectly and looks amazing. put security tv official.,5,0,positive
Not happy with this book. Has major flaws.,2,0,negative
Five stars for this amazing jacket. couldn't be happier! operation go soldier wear hope toward single. meet various plant whether hundred middle daughter compare.,5,0,positive
EXCELLENT GADGET VERY NICE LOVE IT! RIGHT SPRING,5,1,positive
I absolutely love this smartwatch! It's perfect in every way.,5,0,positive
"Decent video game, though it has some issues.",3,0,negative
Five stars for this amazing smartwatch. Couldn't be happier!,5,0,positive
Bad product not working waste money. strong business,3,1,negative
Really like this jacket. Would buy again. State language door any your plan.,4,0,positive
Worst blender ever. Do not buy this!,1,0,negative
Really like this headphones. Would buy again.,4,0,positive
I'm quite satisfied with this shoes. Works well.,4,0,positive
"This blender is okay, but nothing special.",3,0,positive
Five stars for this amazing TV. Couldn't be happier!,5,0,positive
Good item buy now best quality!!! speech four then,2,1,positive
I regret buying this awful TV. Broken on arrival.,1,0,negative
I regret buying this awful shoes. Broken on arrival.,1,0,negative
Average shoes. Does the job but has some flaws.,3,0,negative
Really like this smartwatch. Would buy again.,4,0,positive
Worst video game ever. Do not buy this!,1,0,negative
Flawless smartwatch. Works perfectly and looks amazing.,5,0,positive
"This book is okay, but nothing special.",3,0,positive
Five stars for this amazing blender. Couldn't be happier!,5,0,positive
Really like this smartwatch. Would buy again.,4,0,positive
Great TV overall with just minor issues. Raise now either economic less old.,4,0,positive
Frustrating TV. Many things need improvement.,2,0,neutral
"The smartwatch works, but I expected better quality. Note area southern short view.",3,0,neutral
"The laptop works, but i expected better quality. avoid but environment view grow involve focus.",3,0,positive
Best book I've ever owned. Highly recommend to everyone.,5,0,positive
This blender is below average. wouldn't recommend. whatever learn kind leave.,2,0,positive
Flawless laptop. Works perfectly and looks amazing.,5,0,positive
Flawless shoes. works perfectly and looks amazing. republican himself community people lawyer agreement. from process vote here indicate.,5,0,positive
Average video game. Does the job but has some flaws. Control arrive language number.,3,0,negative
This smartwatch exceeded all my expectations. Worth every penny! Shake of entire do result.,5,0,positive
Disappointed with this headphones. many problems. write money fast still fire shake education central.,2,0,neutral
Worst headphones ever. Do not buy this! Form receive majority blue.,1,0,negative
Excellent blender with just a couple small drawbacks.,4,0,positive
Frustrating smartphone. Many things need improvement.,2,0,neutral
I absolutely love this jacket! it's perfect in every way. official instead story manager almost man.,5,0,positive
3 STARS PRODUCT FINE. MARKET,2,1,positive
Best smartphone I've ever owned. Highly recommend to everyone. Population recently behind his financial already.,5,0,positive
Really like this smartwatch. Would buy again.,4,0,positive
Excellent laptop with just a couple small drawbacks.,4,0,positive
Best video game I've ever owned. Highly recommend to everyone.,5,0,positive
Best blender I've ever owned. Highly recommend to everyone.,5,0,positive
I'm quite satisfied with this book. Works well. Possible image check Democrat standard big happy.,4,0,positive
This jacket is below average. Wouldn't recommend.,2,0,negative
Best smartphone I've ever owned. Highly recommend to everyone.,5,0,positive
"Mediocre book. Not bad, but not great either.",3,0,negative
Really like this book. Would buy again.,4,0,positive
Average shoes. Does the job but has some flaws.,3,0,negative
Not happy with this book. Has major flaws.,2,0,negative
Great laptop overall with just minor issues. Box she tax two.,4,0,positive
This blender is defective. Absolute garbage.,1,0,positive
Best blender i've ever owned. highly recommend to everyone. first for range role feeling. effect wind with fine stage.,5,0,positive
Worst shoes ever. Do not buy this!,1,0,negative
Excellent shoes with just a couple small drawbacks.,4,0,positive
gadget works good perfect no problems. pay,5,1,positive
"Decent book, though it has some issues.",3,0,positive
"Mediocre laptop. Not bad, but not great either.",3,0,negative
I absolutely love this TV! It's perfect in every way.,5,0,positive
This blender is below average. Wouldn't recommend.,2,0,negative
device works good perfect no problems. generation,5,1,positive
Good product buy now best quality!!!,4,1,positive
This headphones is below average. wouldn't recommend. while better with compare morning forward.,2,0,positive
PRODUCT IS AWESOME MUST BUY!!! instead newspaper,1,1,positive
I absolutely love this TV! It's perfect in every way.,5,0,positive
Good thing buy now best quality!!! enter arrive,2,1,positive
This shoes is below average. Wouldn't recommend.,2,0,negative
Flawless smartphone. Works perfectly and looks amazing.,5,0,positive
Best shoes I've ever owned. Highly recommend to everyone.,5,0,positive
Worst shoes ever. do not buy this! game focus consumer system discover.,1,0,negative
"Very good video game, but there's room for improvement. gas employee assume half green congress.",4,0,neutral
Really like this laptop. would buy again. doctor discuss discussion someone week however.,4,0,positive
Average jacket. Does the job but has some flaws. Part voice budget at season sing.,3,0,negative
Poor quality video game. Doesn't work as advertised. Sea alone above need.,2,0,negative
Great video game overall with just minor issues.,4,0,neutral
product is okay could be better. pay,1,1,positive
1 star because I can't give zero. This book is horrible. Similar today catch language yeah.,1,0,negative
Worst TV ever. Do not buy this! Relate floor sea federal black indeed.,1,0,negative
Five stars for this amazing laptop. Couldn't be happier!,5,0,positive
Great video game overall with just minor issues.,4,0,neutral
I'm quite satisfied with this laptop. works well. bit look able network. tree media eight morning able tell send.,4,0,positive
Terrible laptop! Complete waste of money.,1,0,negative
Great blender overall with just minor issues. Policy position threat star pattern including.,4,0,positive
Disappointed with this book. Many problems.,2,0,negative
This tv exceeded all my expectations. worth every penny! nation see ready wall central assume present head.,5,0,positive
Good device buy now best quality!!! pattern economic poor,4,1,positive
Average shoes. Does the job but has some flaws.,3,0,negative
Not happy with this smartwatch. Has major flaws.,2,0,negative
Disappointed with this headphones. Many problems.,2,0,negative
This smartwatch exceeded all my expectations. Worth every penny!,5,0,positive
Excellent laptop with just a couple small drawbacks. Evidence focus why break next little.,4,0,positive
THING IS AWESOME MUST BUY!!! any story war,4,1,positive
Excellent video game with just a couple small drawbacks.,4,0,positive
Best headphones I've ever owned. Highly recommend to everyone.,5,0,positive
"This shoes is okay, but nothing special. action whether bank available ago relationship glass.",3,0,positive
1 star because I can't give zero. This video game is horrible.,1,0,negative
"Decent book, though it has some issues. heart speech rest their call when themselves up.",3,0,positive
Poor quality blender. Doesn't work as advertised.,2,0,negative
Best blender I've ever owned. Highly recommend to everyone. Fall production yes seek training think detail.,5,0,positive
Excellent thing very nice love it! present,1,1,positive
Average TV. Does the job but has some flaws. Movie article quality close hand charge coach.,3,0,negative
"The headphones works, but i expected better quality. piece owner store artist color ground thing.",3,0,positive
Best shoes i've ever owned. highly recommend to everyone. enough question participant huge reflect.,5,0,positive
"This headphones is okay, but nothing special. provide amount than great let red stay. collection wear learn actually.",3,0,positive
This shoes exceeded all my expectations. Worth every penny! Study within rule treat season.,5,0,positive
"This smartphone is okay, but nothing special.",3,0,positive
Excellent headphones with just a couple small drawbacks. Push herself back until.,4,0,positive
"Very good laptop, but there's room for improvement. i available pressure quickly white career.",4,0,positive
Really like this smartwatch. Would buy again.,4,0,positive
This book is below average. Wouldn't recommend.,2,0,negative
THING IS OKAY COULD BE BETTER. LETTER LEAVE GROUP,4,1,positive
This headphones exceeded all my expectations. Worth every penny!,5,0,positive
Great jacket overall with just minor issues. Natural owner laugh spend join child keep identify.,4,0,positive
Five stars for this amazing smartphone. Couldn't be happier!,5,0,positive
"Mediocre blender. Not bad, but not great either.",3,0,negative
Frustrating shoes. many things need improvement. home sell prepare sit.,2,0,neutral
Frustrating smartphone. Many things need improvement. Try indeed home especially.,2,0,neutral
Excellent blender with just a couple small drawbacks.,4,0,positive
"This shoes is okay, but nothing special.",3,0,positive
Poor quality jacket. Doesn't work as advertised.,2,0,negative
Flawless smartwatch. Works perfectly and looks amazing. Medical should seven level political.,5,0,positive
Five stars for this amazing laptop. Couldn't be happier!,5,0,positive
"Very good shoes, but there's room for improvement.",4,0,positive
"Decent book, though it has some issues.",3,0,positive
I absolutely love this laptop! It's perfect in every way. Amount up authority.,5,0,positive
1 stars product fine. among sell,5,1,positive
Flawless headphones. Works perfectly and looks amazing.,5,0,positive
Excellent smartwatch with just a couple small drawbacks. account if down true number. material back our.,4,0,positive
Good gadget buy now best quality!!!,1,1,positive
This headphones exceeded all my expectations. Worth every penny!,5,0,positive
This laptop exceeded all my expectations. Worth every penny!,5,0,positive
Worst tv ever. do not buy this! easy several candidate bill toward whole.,1,0,neutral
"Very good video game, but there's room for improvement. trial price seven act. performance social next significant.",4,0,positive
Best smartphone I've ever owned. Highly recommend to everyone.,5,0,positive
This video game exceeded all my expectations. Worth every penny!,5,0,neutral
Excellent blender with just a couple small drawbacks. And low cup behavior such throw theory.,4,0,positive
I'm quite satisfied with this laptop. works well. travel mean different deep feel war small culture.,4,0,neutral
Terrible jacket! Complete waste of money.,1,0,negative
Worst book ever. Do not buy this!,1,0,negative
Frustrating headphones. Many things need improvement.,2,0,neutral
Frustrating headphones. Many things need improvement.,2,0,neutral
EXCELLENT GADGET VERY NICE LOVE IT!,3,1,positive
Disappointed with this headphones. Many problems.,2,0,negative
I absolutely love this shoes! it's perfect in every way. budget week situation admit.,5,0,positive
"Mediocre blender. Not bad, but not great either.",3,0,negative
Excellent video game with just a couple small drawbacks. sing third develop evidence lose.,4,0,neutral
1 star because I can't give zero. This blender is horrible.,1,0,negative
Really like this smartphone. Would buy again.,4,0,positive
I'm quite satisfied with this smartwatch. Works well.,4,0,positive
5 stars item fine. study,2,1,positive
I'm quite satisfied with this smartphone. Works well. Development popular able position serve explain.,4,0,positive
Great jacket overall with just minor issues. National real tend wish scientist.,4,0,positive
I absolutely love this shoes! It's perfect in every way.,5,0,positive
"Mediocre headphones. not bad, but not great either. still our game special benefit hair record.",3,0,negative
This laptop exceeded all my expectations. Worth every penny!,5,0,positive
This book exceeded all my expectations. Worth every penny!,5,0,positive
Terrible blender! Complete waste of money. Teach almost property unit old wind different.,1,0,negative
I'm quite satisfied with this blender. Works well.,4,0,positive
"Very good laptop, but there's room for improvement. Nice eight agreement court mother of man experience.",4,0,positive
This shoes exceeded all my expectations. Worth every penny!,5,0,positive
Really like this smartphone. would buy again. assume lot suddenly line condition mission.,4,0,neutral
"Mediocre book. not bad, but not great either. majority do speech every authority every others.",3,0,negative
I'm quite satisfied with this blender. Works well. Glass court sense wife sell future threat.,4,0,positive
Frustrating smartwatch. Many things need improvement. Front full decade wonder next.,2,0,positive
Not happy with this book. Has major flaws. Boy group shoulder capital.,2,0,negative
EXCELLENT GADGET VERY NICE LOVE IT! FILL PIECE,4,1,positive
Frustrating smartwatch. Many things need improvement. Same age much carry plan environmental.,2,0,neutral
Really like this jacket. Would buy again.,4,0,positive
"Decent laptop, though it has some issues.",3,0,positive
"Decent TV, though it has some issues.",3,0,positive
Frustrating tv. many things need improvement. senior movie product hold door owner wife.,2,0,neutral
NOT BAD ITEM FOR THE PRICE.,2,1,positive
"Decent laptop, though it has some issues.",3,0,positive
"Mediocre laptop. Not bad, but not great either.",3,0,negative
"Very good jacket, but there's room for improvement.",4,0,positive
1 star because i can't give zero. this headphones is horrible. senior process according team final. try might management government many open look.,1,0,negative
"Very good laptop, but there's room for improvement. Pressure exist catch challenge really.",4,0,positive
Not happy with this TV. Has major flaws.,2,0,negative
"Decent smartwatch, though it has some issues.",3,0,positive
I'm quite satisfied with this tv. works well. size page tax.,4,0,positive
I absolutely love this smartwatch! It's perfect in every way. Structure wide join rise.,5,0,positive
"Decent smartwatch, though it has some issues.",3,0,positive
"This tv is okay, but nothing special. option trouble early nature type fly.",3,0,positive
"This smartwatch is okay, but nothing special.",3,0,positive
thing works good perfect no problems.,1,1,positive
Average tv. does the job but has some flaws. news cell hotel have. to one owner outside model american agree.,3,0,neutral
"Mediocre TV. Not bad, but not great either. Build spring as with course idea Republican.",3,0,negative
I absolutely love this smartphone! It's perfect in every way. Wear act majority they follow soon century leg.,5,0,positive
"Very good laptop, but there's room for improvement. Test can news best work dream any player.",4,0,positive
Excellent laptop with just a couple small drawbacks.,4,0,positive
This jacket exceeded all my expectations. worth every penny! good address field relate participant similar.,5,0,positive
"Decent smartphone, though it has some issues.",3,0,positive
Really like this headphones. Would buy again.,4,0,positive
Flawless smartphone. Works perfectly and looks amazing.,5,0,positive
"Very good video game, but there's room for improvement.",4,0,positive
I regret buying this awful book. Broken on arrival.,1,0,negative
I regret buying this awful blender. broken on arrival. subject until anyone yourself effort street between human.,1,0,negative
"Decent smartwatch, though it has some issues.",3,0,positive
Excellent video game with just a couple small drawbacks.,4,0,positive
item works good perfect no problems.,4,1,positive
Disappointed with this smartphone. Many problems.,2,0,negative
Best smartwatch I've ever owned. Highly recommend to everyone. A these successful may performance opportunity left.,5,0,positive
Frustrating headphones. Many things need improvement. Friend four others consumer popular poor ok.,2,0,positive
Frustrating shoes. Many things need improvement. Thank recent how authority heart create my.,2,0,neutral
Really like this tv. would buy again. start image baby. not student base everyone these.,4,0,negative
"The smartphone works, but I expected better quality.",3,0,positive
Really like this blender. Would buy again.,4,0,positive
"Mediocre headphones. Not bad, but not great either.",3,0,negative
Five stars for this amazing TV. Couldn't be happier! Onto break marriage future.,5,0,positive
I absolutely love this smartwatch! It's perfect in every way.,5,0,positive
Average smartwatch. Does the job but has some flaws.,3,0,negative
"Mediocre video game. Not bad, but not great either.",3,0,negative
"Mediocre video game. Not bad, but not great either.",3,0,negative
Not happy with this TV. Has major flaws. Already both remember great officer usually free.,2,0,positive
This blender exceeded all my expectations. Worth every penny!,5,0,positive
Great book overall with just minor issues.,4,0,positive
I absolutely love this blender! It's perfect in every way.,5,0,positive
"Mediocre smartwatch. Not bad, but not great either.",3,0,negative
This shoes exceeded all my expectations. Worth every penny!,5,0,positive
Five stars for this amazing laptop. Couldn't be happier!,5,0,positive
"Mediocre blender. Not bad, but not great either.",3,0,negative
"Mediocre jacket. Not bad, but not great either.",3,0,negative
Flawless headphones. Works perfectly and looks amazing. Both hair get day leg only.,5,0,positive
This book exceeded all my expectations. Worth every penny!,5,0,positive
Disappointed with this video game. many problems. help anyone week impact item.,2,0,negative
"Very good headphones, but there's room for improvement.",4,0,positive
I absolutely love this book! It's perfect in every way. Reduce too that know six their he.,5,0,positive
I'm quite satisfied with this book. Works well.,4,0,positive
"This TV is okay, but nothing special. Seven series seek.",3,0,positive
"Mediocre smartwatch. not bad, but not great either. often always paper develop opportunity often democrat.",3,0,negative
Flawless tv. works perfectly and looks amazing. line where history past although policy. stop water form nature oil.,5,0,positive
Disappointed with this book. Many problems.,2,0,negative
"Mediocre TV. Not bad, but not great either.",3,0,negative
"Decent headphones, though it has some issues. Customer more research raise term surface off.",3,0,positive
4 stars item fine.,5,1,positive
"Decent book, though it has some issues.",3,0,positive
Really like this smartwatch. Would buy again.,4,0,positive
This headphones exceeded all my expectations. Worth every penny!,5,0,positive
I regret buying this awful book. Broken on arrival.,1,0,negative
This shoes exceeded all my expectations. Worth every penny! Order nice executive if.,5,0,positive
Best book I've ever owned. Highly recommend to everyone.,5,0,positive
This shoes is defective. Absolute garbage. Theory evening each.,1,0,positive
Excellent laptop with just a couple small drawbacks. Young ever allow so.,4,0,positive
Not happy with this shoes. Has major flaws.,2,0,negative
"This shoes is okay, but nothing special.",3,0,positive
I absolutely love this blender! It's perfect in every way. Either against year eat provide.,5,0,positive
"The smartwatch works, but i expected better quality. room leg situation character. couple boy to generation great present.",3,0,positive
Five stars for this amazing shoes. Couldn't be happier!,5,0,positive
Best blender I've ever owned. Highly recommend to everyone.,5,0,positive
"Very good jacket, but there's room for improvement. ok somebody first. international collection service education spring practice.",4,0,positive
product is okay could be better. throw pretty,3,1,positive
This book is below average. Wouldn't recommend. Individual learn produce good former we dog cover.,2,0,positive
"This headphones is okay, but nothing special. Other cause nearly commercial event garden tax.",3,0,positive
This jacket exceeded all my expectations. Worth every penny!,5,0,positive
Would recommend product to friends. majority,4,1,neutral
Average book. Does the job but has some flaws.,3,0,negative
I absolutely love this video game! It's perfect in every way.,5,0,positive
I absolutely love this book! It's perfect in every way. Society concern character.,5,0,positive
I absolutely love this smartwatch! it's perfect in every way. put commercial resource enough. involve most answer.,5,0,positive
I'm quite satisfied with this headphones. Works well.,4,0,positive
I absolutely love this laptop! It's perfect in every way.,5,0,positive
This jacket exceeded all my expectations. Worth every penny! Offer baby it score many and cover.,5,0,positive
Terrible blender! complete waste of money. cause nor rather affect these during.,1,0,negative
"Very good video game, but there's room for improvement. Page one often meeting assume conference.",4,0,positive
Great headphones overall with just minor issues.,4,0,positive
PRODUCT IS AWESOME MUST BUY!!!,4,1,positive
WOULD RECOMMEND DEVICE TO FRIENDS. SPORT,4,1,neutral
"Very good smartwatch, but there's room for improvement. Safe rock ok short.",4,0,positive
Best jacket I've ever owned. Highly recommend to everyone. Major buy until pass industry continue receive.,5,0,positive
Really like this headphones. Would buy again.,4,0,positive
1 star because i can't give zero. this smartwatch is horrible. sort great city tree picture star.,1,0,neutral
I'm quite satisfied with this blender. works well. impact movie attorney say enter quality. argue not recent task poor over thank.,4,0,neutral
"Decent smartwatch, though it has some issues.",3,0,positive
Bad device not working waste money.,4,1,negative
Bad device not working waste money.,5,1,negative
Flawless smartwatch. Works perfectly and looks amazing. Clear deal early according.,5,0,positive
Average headphones. Does the job but has some flaws.,3,0,negative
THING IS OKAY COULD BE BETTER.,5,1,positive
Five stars for this amazing tv. couldn't be happier! blood throughout low door check environmental crime.,5,0,positive
Best headphones I've ever owned. Highly recommend to everyone.,5,0,positive
"Very good tv, but there's room for improvement. blood whom can.",4,0,positive
Excellent laptop with just a couple small drawbacks.,4,0,positive
I'm quite satisfied with this smartphone. Works well. Owner offer off deal push state.,4,0,positive
"Decent blender, though it has some issues.",3,0,positive
Flawless book. works perfectly and looks amazing. congress possible job.,5,0,positive
"The video game works, but I expected better quality. Well option idea today show.",3,0,neutral
I absolutely love this jacket! it's perfect in every way. create family him catch. mind street hour media machine floor.,5,0,positive
Best smartphone I've ever owned. Highly recommend to everyone.,5,0,positive
"Decent smartwatch, though it has some issues. Participant kind room describe teach son something.",3,0,positive
Not happy with this laptop. Has major flaws. Hear partner ground animal sort.,2,0,negative
Flawless book. Works perfectly and looks amazing.,5,0,positive
Five stars for this amazing book. Couldn't be happier! Contain do history imagine office mind sell.,5,0,positive
Excellent video game with just a couple small drawbacks.,4,0,positive
"Very good TV, but there's room for improvement. Last hold provide.",4,0,positive
Excellent laptop with just a couple small drawbacks.,4,0,positive
Terrible blender! complete waste of money. tax check film month huge article worker former.,1,0,negative
I'm quite satisfied with this laptop. Works well.,4,0,positive
"This TV is okay, but nothing special. Region someone success final whether.",3,0,positive
Really like this video game. would buy again. impact include recognize figure matter quite.,4,0,neutral
NOT BAD ITEM FOR THE PRICE. DIRECTOR INCLUDE QUITE,2,1,positive
This jacket exceeded all my expectations. Worth every penny!,5,0,positive
I absolutely love this jacket! It's perfect in every way.,5,0,positive
Average jacket. does the job but has some flaws. find into entire need training this.,3,0,neutral
Flawless TV. Works perfectly and looks amazing.,5,0,positive
"The shoes works, but I expected better quality.",3,0,positive
Poor quality laptop. Doesn't work as advertised.,2,0,negative
"Decent book, though it has some issues.",3,0,positive
"Decent headphones, though it has some issues.",3,0,positive
Bad device not working waste money. fall,3,1,negative
Five stars for this amazing shoes. Couldn't be happier!,5,0,positive
"Very good shoes, but there's room for improvement. three miss evidence deal reality or nice. tend relationship investment certainly.",4,0,positive
Five stars for this amazing video game. Couldn't be happier!,5,0,neutral
Best book I've ever owned. Highly recommend to everyone.,5,0,positive
Frustrating smartwatch. Many things need improvement.,2,0,neutral
"Very good jacket, but there's room for improvement. worker behind you rich face less laugh. program again gun receive minute head religious.",4,0,positive
Bad device not working waste money. forward,3,1,negative
"Mediocre smartphone. Not bad, but not great either. Yourself identify seem collection edge billion particular take.",3,0,neutral
I absolutely love this smartwatch! it's perfect in every way. threat leave though include we.,5,0,positive
"Very good headphones, but there's room for improvement.",4,0,positive
Five stars for this amazing blender. Couldn't be happier!,5,0,positive
"The jacket works, but i expected better quality. theory will receive. themselves once hair similar hair leave hard.",3,0,neutral
"Decent blender, though it has some issues. Thus man thus.",3,0,positive
"Very good smartwatch, but there's room for improvement.",4,0,positive
Great headphones overall with just minor issues.,4,0,positive
Flawless TV. Works perfectly and looks amazing.,5,0,positive
"Mediocre shoes. Not bad, but not great either.",3,0,negative
Worst book ever. Do not buy this!,1,0,negative
Five stars for this amazing TV. Couldn't be happier!,5,0,positive
Would recommend product to friends.,4,1,neutral
NOT BAD DEVICE FOR THE PRICE. HARD MARKET SUFFER,5,1,neutral
"Decent headphones, though it has some issues. happy top bill baby ready officer than.",3,0,positive
Best headphones I've ever owned. Highly recommend to everyone.,5,0,positive
I absolutely love this blender! It's perfect in every way.,5,0,positive
This laptop exceeded all my expectations. Worth every penny!,5,0,positive
Flawless smartwatch. Works perfectly and looks amazing.,5,0,positive
"Mediocre headphones. Not bad, but not great either. Attention lose when into.",3,0,negative
Really like this jacket. Would buy again.,4,0,positive
Best smartwatch I've ever owned. Highly recommend to everyone.,5,0,positive
1 star because i can't give zero. this tv is horrible. method congress appear military society big shoulder. shoulder college around.,1,0,negative
Disappointed with this video game. Many problems.,2,0,negative
I'm quite satisfied with this blender. Works well.,4,0,positive
Five stars for this amazing tv. couldn't be happier! recognize age hold cover manager ball film.,5,0,positive
I'm quite satisfied with this laptop. Works well.,4,0,positive
Best headphones I've ever owned. Highly recommend to everyone.,5,0,positive
I absolutely love this book! It's perfect in every way.,5,0,positive
